Rotulo_Real,Classe_Predita
A,W
A,H
A,A
A,T
A,W
B,B
B,R
B,N
B,S
B,P
C,G
C,Z
C,W
C,Z
C,F
D,D
D,P
D,D
D,O
D,E
E,F
E,Z
E,P
E,O
E,E
F,W
F,F
F,A
F,A
F,Z
G,W
G,W
G,A
G,W
G,R
H,A
H,M
H,P
H,A
H,D
I,Z
I,O
I,N
I,J
I,Y
J,J
J,J
J,Z
J,A
J,J
K,M
K,E
K,M
K,A
K,M
L,E
L,O
L,C
L,E
L,Z
M,I
M,P
M,S
M,A
M,P
N,G
N,W
N,W
N,M
N,N
O,D
O,A
O,O
O,E
O,A
P,F
P,E
P,P
P,F
P,P
Q,V
Q,G
Q,V
Q,N
Q,R
R,R
R,R
R,R
R,R
R,A
S,S
S,A
S,G
S,E
S,S
T,Y
T,F
T,Y
T,J
T,R
U,W
U,O
U,P
U,C
U,O
V,P
V,O
V,P
V,B
V,B
W,M
W,A
W,K
W,P
W,W
X,N
X,R
X,N
X,A
X,A
Y,C
Y,T
Y,R
Y,T
Y,P
Z,P
Z,B
Z,E
Z,W
Z,Z
