Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,A
C,D
D,D
E,R
F,F
G,G
H,M
I,J
J,J
K,K
L,A
M,W
N,M
O,Q
P,P
Q,Q
R,R
S,A
T,T
U,Q
V,V
W,W
X,K
Y,T
Z,K
A,A
B,B
C,L
D,D
E,E
F,F
G,A
H,H
I,I
J,L
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,C
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,X
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,T
X,X
Y,Y
Z,Z
A,S
B,B
C,Z
D,D
E,E
F,F
G,G
H,N
I,I
J,J
K,E
L,I
M,J
N,N
O,G
P,P
Q,Q
R,A
S,S
T,T
U,W
V,V
W,J
X,X
Y,J
Z,B
