Rotulo_Real,Classe_Predita
A,A
B,A
C,C
D,D
E,E
F,F
G,G
H,H
I,Z
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,A
C,C
D,O
E,R
F,F
G,G
H,M
I,Z
J,J
K,X
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,Y
W,W
X,T
Y,T
Z,T
A,A
B,B
C,E
D,D
E,L
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,Z
D,D
E,E
F,F
G,A
H,W
I,Z
J,J
K,R
L,L
M,O
N,N
O,G
P,P
Q,R
R,R
S,S
T,T
U,W
V,H
W,H
X,A
Y,T
Z,Z
