Rotulo_Real,Classe_Predita
A,A
B,E
C,E
D,D
E,E
F,P
G,G
H,H
I,I
J,J
K,C
L,E
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,T
Z,Z
A,W
B,R
C,G
D,R
E,A
F,F
G,G
H,H
I,I
J,J
K,K
L,A
M,M
N,M
O,K
P,R
Q,Q
R,R
S,A
T,T
U,H
V,X
W,W
X,K
Y,Z
Z,Z
A,W
B,B
C,C
D,D
E,V
F,F
G,C
H,H
I,I
J,I
K,R
L,L
M,M
N,D
O,O
P,P
Q,O
R,A
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,I
A,A
B,Y
C,L
D,S
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,X
O,O
P,X
Q,G
R,R
S,S
T,T
U,U
V,V
W,H
X,K
Y,Y
Z,Z
A,N
B,B
C,Z
D,L
E,F
F,P
G,W
H,D
I,I
J,J
K,M
L,S
M,A
N,O
O,D
P,R
Q,T
R,R
S,S
T,S
U,J
V,L
W,D
X,J
Y,S
Z,Z
