Rotulo_Real,Classe_Predita
A,A
A,A
A,H
A,W
A,N
B,N
B,X
B,W
B,X
B,D
C,K
C,R
C,H
C,X
C,U
D,O
D,L
D,E
D,D
D,H
E,D
E,E
E,L
E,R
E,R
F,A
F,C
F,E
F,A
F,F
G,A
G,A
G,A
G,X
G,W
H,N
H,W
H,M
H,H
H,W
I,T
I,J
I,R
I,T
I,F
J,J
J,J
J,E
J,J
J,F
K,X
K,R
K,V
K,H
K,U
L,E
L,Z
L,I
L,C
L,E
M,E
M,W
M,W
M,W
M,R
N,Q
N,O
N,K
N,M
N,N
O,G
O,D
O,O
O,O
O,R
P,R
P,R
P,R
P,R
P,P
Q,F
Q,S
Q,Q
Q,Q
Q,Q
R,K
R,K
R,K
R,R
R,A
S,S
S,S
S,S
S,S
S,S
T,E
T,U
T,G
T,J
T,C
U,L
U,O
U,M
U,Y
U,Q
V,V
V,P
V,V
V,U
V,V
W,J
W,O
W,L
W,O
W,W
X,X
X,R
X,X
X,A
X,H
Y,V
Y,P
Y,T
Y,T
Y,V
Z,E
Z,E
Z,Z
Z,Z
Z,L
