Rotulo_Real,Classe_Predita
A,A
B,O
C,O
D,O
E,E
F,F
G,G
H,H
I,J
J,I
K,A
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,J
T,J
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,Q
E,C
F,F
G,G
H,M
I,Z
J,J
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,J
T,T
U,U
V,V
W,W
X,R
Y,B
Z,Z
A,A
B,M
C,L
D,D
E,L
F,F
G,C
H,H
I,I
J,I
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,I
A,A
B,S
C,C
D,D
E,E
F,Y
G,G
H,M
I,I
J,J
K,K
L,L
M,M
N,F
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,H
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,O
E,E
F,F
G,G
H,W
I,S
J,J
K,M
L,S
M,J
N,W
O,C
P,F
Q,Q
R,F
S,S
T,T
U,L
V,U
W,A
X,A
Y,T
Z,Z
