Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,V
L,L
M,M
N,N
O,O
P,P
Q,C
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Z
Z,Z
A,A
B,R
C,C
D,P
E,R
F,F
G,R
H,M
I,J
J,J
K,R
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,R
Y,Z
Z,Z
A,A
B,B
C,C
D,B
E,E
F,E
G,E
H,H
I,I
J,J
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,J
E,E
F,T
G,G
H,H
I,T
J,J
K,R
L,L
M,M
N,B
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,X
Z,I
A,H
B,B
C,Z
D,D
E,E
F,F
G,A
H,W
I,I
J,J
K,X
L,L
M,J
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,W
V,V
W,Q
X,A
Y,Y
Z,Z
