Rotulo_Real,Classe_Predita
A,D
B,D
C,O
D,I
E,E
F,F
G,G
H,H
I,I
J,T
K,C
L,L
M,M
N,N
O,O
P,P
Q,L
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,Q
E,R
F,R
G,R
H,M
I,T
J,Z
K,K
L,L
M,M
N,N
O,Q
P,R
Q,Q
R,R
S,S
T,T
U,V
V,R
W,W
X,T
Y,F
Z,Z
A,K
B,B
C,C
D,D
E,E
F,F
G,L
H,H
I,I
J,I
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,W
B,B
C,C
D,D
E,E
F,F
G,G
H,M
I,I
J,X
K,K
L,L
M,M
N,S
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,F
F,R
G,G
H,W
I,T
J,Z
K,K
L,I
M,P
N,N
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,U
W,K
X,N
Y,Y
Z,Z
