Rotulo_Real,Classe_Predita
A,A
B,B
C,D
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,B
C,O
D,Q
E,R
F,F
G,G
H,H
I,Z
J,J
K,K
L,A
M,M
N,N
O,O
P,P
Q,Q
R,R
S,N
T,T
U,U
V,Y
W,W
X,K
Y,K
Z,Z
A,A
B,B
C,E
D,O
E,K
F,F
G,B
H,H
I,I
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,H
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,K
F,F
G,N
H,N
I,I
J,J
K,R
L,E
M,A
N,M
O,C
P,F
Q,Q
R,R
S,S
T,T
U,U
V,U
W,L
X,W
Y,Y
Z,Z
