Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,W
A,W
B,N
B,D
B,G
B,B
B,D
C,Z
C,Z
C,W
C,Z
C,Z
D,D
D,P
D,D
D,D
D,N
E,A
E,C
E,B
E,P
E,D
F,W
F,F
F,P
F,F
F,S
G,A
G,W
G,W
G,G
G,K
H,L
H,W
H,R
H,H
H,W
I,Z
I,Z
I,I
I,G
I,F
J,G
J,S
J,E
J,A
J,V
K,K
K,P
K,K
K,R
K,K
L,C
L,C
L,W
L,K
L,S
M,A
M,C
M,W
M,A
M,R
N,W
N,W
N,W
N,H
N,N
O,W
O,D
O,W
O,D
O,D
P,P
P,E
P,P
P,R
P,F
Q,Q
Q,G
Q,Q
Q,Q
Q,Q
R,R
R,N
R,R
R,S
R,F
S,S
S,N
S,S
S,S
S,S
T,F
T,Y
T,X
T,C
T,K
U,W
U,O
U,Q
U,Q
U,W
V,B
V,B
V,B
V,U
V,V
W,R
W,G
W,W
W,G
W,R
X,X
X,A
X,X
X,Z
X,X
Y,Q
Y,P
Y,T
Y,P
Y,L
Z,Z
Z,D
Z,G
Z,W
Z,G
