Rotulo_Real,Classe_Predita
A,A
B,B
C,L
D,O
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,X
B,R
C,O
D,M
E,R
F,F
G,B
H,M
I,J
J,J
K,X
L,L
M,M
N,M
O,Q
P,P
Q,O
R,R
S,S
T,Z
U,H
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,L
D,D
E,E
F,F
G,E
H,M
I,J
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,O
R,B
S,S
T,T
U,M
V,V
W,W
X,X
Y,Y
Z,J
A,A
B,B
C,Q
D,C
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,B
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,A
X,X
Y,X
Z,Z
A,M
B,B
C,X
D,Q
E,E
F,F
G,G
H,Q
I,J
J,J
K,R
L,L
M,A
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,D
W,W
X,X
Y,Y
Z,Z
