Rotulo_Real,Classe_Predita
A,A
B,J
C,G
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,Z
L,T
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,A
C,Q
D,O
E,R
F,F
G,G
H,M
I,J
J,P
K,X
L,L
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,R
V,V
W,W
X,K
Y,F
Z,Z
A,A
B,B
C,L
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,R
L,L
M,M
N,N
O,O
P,R
Q,Q
R,R
S,S
T,T
U,H
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,O
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,S
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,K
Y,Y
Z,Z
A,W
B,R
C,K
D,O
E,E
F,A
G,G
H,A
I,I
J,J
K,R
L,L
M,M
N,N
O,G
P,R
Q,Q
R,R
S,S
T,T
U,L
V,B
W,M
X,A
Y,J
Z,J
