Rotulo_Real,Classe_Predita
A,A
B,Z
C,O
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,A
B,F
C,C
D,Q
E,R
F,F
G,G
H,M
I,E
J,J
K,K
L,A
M,M
N,H
O,Q
P,P
Q,Q
R,R
S,F
T,T
U,R
V,M
W,W
X,K
Y,T
Z,D
A,K
B,O
C,L
D,D
E,E
F,F
G,G
H,U
I,I
J,S
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,O
C,C
D,R
E,L
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,R
X,N
Y,Y
Z,Z
A,W
B,Z
C,Z
D,D
E,Z
F,F
G,A
H,A
I,J
J,J
K,R
L,S
M,M
N,Q
O,G
P,A
Q,Q
R,A
S,S
T,J
U,W
V,V
W,K
X,A
Y,I
Z,Z
