Rotulo_Real,Classe_Predita
A,W
A,Q
A,A
A,A
A,X
B,D
B,B
B,N
B,B
B,D
C,L
C,Z
C,W
C,E
C,Z
D,I
D,Z
D,O
D,Z
D,L
E,Z
E,F
E,Z
E,B
E,E
F,K
F,F
F,A
F,E
F,F
G,A
G,D
G,W
G,X
G,G
H,A
H,H
H,D
H,H
H,H
I,T
I,T
I,Z
I,S
I,Y
J,A
J,T
J,A
J,Z
J,A
K,X
K,K
K,K
K,H
K,K
L,O
L,T
L,L
L,I
L,I
M,B
M,M
M,W
M,M
M,V
N,U
N,K
N,W
N,K
N,N
O,N
O,W
O,O
O,W
O,D
P,F
P,R
P,B
P,R
P,P
Q,T
Q,T
Q,Q
Q,T
Q,Q
R,R
R,N
R,S
R,R
R,N
S,S
S,N
S,G
S,F
S,S
T,G
T,P
T,S
T,G
T,G
U,W
U,O
U,O
U,L
U,W
V,H
V,T
V,U
V,D
V,H
W,M
W,M
W,K
W,M
W,M
X,N
X,R
X,N
X,S
X,R
Y,M
Y,P
Y,B
Y,P
Y,P
Z,Z
Z,Z
Z,E
Z,M
Z,D
