Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,O
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,K
F,F
G,N
H,M
I,E
J,J
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,N
V,V
W,W
X,K
Y,Z
Z,Z
A,A
B,B
C,L
D,D
E,E
F,F
G,L
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,U
W,W
X,K
Y,Y
Z,Z
A,A
B,Q
C,C
D,J
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,S
T,Y
U,U
V,Y
W,H
X,X
Y,Y
Z,I
A,H
B,B
C,Z
D,D
E,E
F,F
G,G
H,G
I,I
J,J
K,X
L,S
M,M
N,N
O,D
P,R
Q,Q
R,R
S,S
T,O
U,L
V,V
W,Q
X,X
Y,Y
Z,Z
