Rotulo_Real,Classe_Predita
A,A
B,E
C,G
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,C
T,T
U,D
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,Q
D,O
E,Z
F,F
G,Q
H,N
I,S
J,J
K,N
L,K
M,M
N,N
O,O
P,P
Q,Q
R,R
S,J
T,T
U,P
V,V
W,W
X,R
Y,F
Z,Z
A,A
B,R
C,C
D,D
E,L
F,F
G,H
H,H
I,Z
J,S
K,K
L,C
M,M
N,N
O,O
P,R
Q,Q
R,R
S,S
T,V
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,G
C,C
D,D
E,E
F,P
G,H
H,H
I,I
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,R
R,R
S,S
T,T
U,U
V,M
W,W
X,X
Y,T
Z,Z
A,W
B,G
C,Z
D,O
E,E
F,F
G,A
H,A
I,S
J,J
K,K
L,E
M,M
N,C
O,C
P,R
Q,Q
R,F
S,S
T,F
U,W
V,U
W,M
X,R
Y,P
Z,C
