Rotulo_Real,Classe_Predita
A,A
A,W
A,H
A,A
A,W
B,A
B,P
B,O
B,B
B,P
C,X
C,Z
C,W
C,T
C,Z
D,D
D,X
D,D
D,X
D,G
E,Z
E,G
E,D
E,K
E,Z
F,K
F,F
F,R
F,C
F,F
G,W
G,W
G,G
G,W
G,G
H,W
H,A
H,V
H,H
H,W
I,C
I,Z
I,J
I,S
I,F
J,J
J,J
J,J
J,J
J,V
K,K
K,K
K,K
K,A
K,K
L,X
L,L
L,I
L,I
L,I
M,B
M,A
M,A
M,W
M,W
N,N
N,Q
N,Q
N,W
N,O
O,O
O,H
O,B
O,W
O,D
P,P
P,P
P,P
P,A
P,P
Q,Q
Q,F
Q,V
Q,N
Q,Q
R,R
R,R
R,F
R,R
R,F
S,S
S,S
S,S
S,Y
S,S
T,G
T,P
T,K
T,C
T,K
U,L
U,O
U,B
U,L
U,Q
V,B
V,P
V,V
V,D
V,S
W,N
W,B
W,V
W,B
W,H
X,H
X,K
X,N
X,H
X,X
Y,K
Y,B
Y,Y
Y,F
Y,Y
Z,C
Z,P
Z,X
Z,Z
Z,Z
