Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,V
L,T
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,S
C,Z
D,D
E,Z
F,F
G,B
H,N
I,J
J,X
K,X
L,X
M,M
N,M
O,O
P,P
Q,Q
R,R
S,S
T,K
U,V
V,P
W,W
X,K
Y,K
Z,X
A,A
B,B
C,C
D,D
E,E
F,F
G,K
H,H
I,J
J,J
K,K
L,E
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,R
X,X
Y,T
Z,Z
A,A
B,J
C,C
D,S
E,E
F,F
G,S
H,H
I,I
J,J
K,K
L,L
M,X
N,X
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,H
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,O
E,K
F,R
G,N
H,N
I,J
J,J
K,X
L,B
M,J
N,N
O,D
P,R
Q,Q
R,K
S,S
T,Y
U,N
V,U
W,F
X,A
Y,Y
Z,Z
