Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,S
E,E
F,F
G,S
H,H
I,I
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,M
E,R
F,F
G,R
H,M
I,J
J,J
K,K
L,L
M,M
N,M
O,D
P,P
Q,Q
R,R
S,A
T,T
U,U
V,V
W,W
X,K
Y,K
Z,D
A,Z
B,B
C,C
D,B
E,E
F,F
G,L
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,D
P,P
Q,Q
R,R
S,S
T,V
U,U
V,M
W,W
X,K
Y,V
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,B
H,U
I,I
J,J
K,K
L,L
M,M
N,F
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,P
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,O
E,E
F,P
G,A
H,A
I,T
J,J
K,K
L,S
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,B
V,V
W,M
X,A
Y,V
Z,Z
