Rotulo_Real,Classe_Predita
A,A
B,B
C,G
D,D
E,E
F,P
G,G
H,H
I,J
J,J
K,Q
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,G
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,G
B,P
C,C
D,N
E,B
F,F
G,G
H,M
I,Y
J,Z
K,X
L,R
M,M
N,N
O,N
P,P
Q,D
R,R
S,S
T,T
U,P
V,P
W,W
X,P
Y,T
Z,T
A,A
B,B
C,L
D,D
E,E
F,B
G,C
H,H
I,I
J,Z
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,I
A,A
B,B
C,Q
D,B
E,L
F,F
G,G
H,H
I,I
J,J
K,X
L,L
M,M
N,X
O,O
P,M
Q,Q
R,P
S,S
T,T
U,U
V,M
W,P
X,X
Y,Y
Z,I
A,A
B,B
C,K
D,D
E,Z
F,F
G,G
H,N
I,I
J,J
K,P
L,S
M,M
N,Q
O,B
P,P
Q,Q
R,F
S,S
T,I
U,M
V,V
W,R
X,X
Y,Y
Z,B
