Rotulo_Real,Classe_Predita
A,A
B,P
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,I
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,E
Y,Y
Z,Z
A,A
B,R
C,C
D,D
E,E
F,F
G,G
H,M
I,F
J,J
K,R
L,K
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,P
U,V
V,V
W,W
X,X
Y,P
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,I
K,K
L,E
M,M
N,N
O,B
P,P
Q,Q
R,R
S,S
T,T
U,U
V,B
W,W
X,B
Y,Y
Z,Z
A,A
B,O
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,X
M,M
N,V
O,G
P,P
Q,Q
R,R
S,S
T,X
U,U
V,S
W,R
X,X
Y,X
Z,Z
A,H
B,B
C,Z
D,D
E,P
F,F
G,G
H,A
I,I
J,J
K,R
L,I
M,M
N,N
O,D
P,F
Q,G
R,R
S,S
T,S
U,C
V,D
W,X
X,R
Y,X
Z,Z
