Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,J
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,T
Z,Z
A,R
B,R
C,C
D,M
E,E
F,F
G,Q
H,M
I,J
J,J
K,S
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,T
Y,Z
Z,J
A,A
B,B
C,L
D,D
E,E
F,E
G,E
H,N
I,I
J,J
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,V
Z,P
A,A
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,B
N,X
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,X
W,A
X,X
Y,I
Z,Z
A,W
B,B
C,Z
D,O
E,E
F,F
G,G
H,A
I,I
J,J
K,R
L,S
M,M
N,U
O,G
P,P
Q,Q
R,R
S,S
T,T
U,L
V,V
W,D
X,X
Y,P
Z,Z
