Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,L
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,R
C,C
D,D
E,R
F,F
G,Q
H,M
I,I
J,J
K,K
L,X
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,R
Y,R
Z,Z
A,A
B,R
C,C
D,D
E,E
F,F
G,L
H,M
I,I
J,T
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,H
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,J
H,A
I,I
J,J
K,H
L,I
M,O
N,G
O,G
P,R
Q,Q
R,A
S,S
T,T
U,U
V,U
W,M
X,A
Y,P
Z,Z
