Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,P
A,A
B,B
B,D
B,C
B,B
B,D
C,W
C,Z
C,W
C,Z
C,Z
D,O
D,Q
D,O
D,Q
D,Q
E,A
E,A
E,E
E,E
E,E
F,K
F,G
F,X
F,E
F,T
G,W
G,A
G,A
G,W
G,G
H,A
H,A
H,M
H,W
H,D
I,T
I,Z
I,M
I,I
I,S
J,J
J,J
J,J
J,A
J,J
K,M
K,M
K,W
K,M
K,M
L,W
L,Y
L,W
L,W
L,L
M,E
M,R
M,R
M,M
M,R
N,A
N,W
N,M
N,M
N,N
O,C
O,W
O,G
O,E
O,X
P,R
P,E
P,R
P,E
P,M
Q,V
Q,G
Q,Q
Q,N
Q,Q
R,E
R,A
R,K
R,A
R,A
S,S
S,K
S,G
S,F
S,S
T,G
T,P
T,S
T,Y
T,F
U,W
U,C
U,V
U,L
U,W
V,L
V,D
V,M
V,B
V,S
W,Q
W,Q
W,M
W,Z
W,M
X,W
X,M
X,N
X,Z
X,J
Y,L
Y,S
Y,Y
Y,Y
Y,M
Z,Z
Z,E
Z,E
Z,E
Z,Z
