Rotulo_Real,Classe_Predita
A,A
B,B
C,Z
D,S
E,E
F,F
G,G
H,H
I,I
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,O
E,C
F,F
G,G
H,M
I,J
J,J
K,K
L,A
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,M
V,V
W,W
X,K
Y,P
Z,Z
A,A
B,B
C,L
D,B
E,B
F,F
G,L
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,V
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,W
B,B
C,C
D,A
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,G
H,A
I,I
J,J
K,R
L,L
M,M
N,W
O,G
P,J
Q,Q
R,R
S,S
T,T
U,L
V,V
W,R
X,A
Y,J
Z,Z
