Rotulo_Real,Classe_Predita
A,D
A,H
A,N
A,D
A,D
B,A
B,D
B,W
B,E
B,D
C,K
C,Z
C,K
C,X
C,Z
D,O
D,O
D,O
D,O
D,L
E,E
E,E
E,E
E,E
E,E
F,W
F,F
F,E
F,E
F,F
G,G
G,D
G,W
G,G
G,G
H,G
H,A
H,A
H,A
H,A
I,T
I,Z
I,T
I,J
I,E
J,Z
J,P
J,P
J,A
J,J
K,W
K,H
K,L
K,X
K,F
L,Z
L,Z
L,M
L,I
L,J
M,B
M,Q
M,B
M,M
M,M
N,I
N,Q
N,N
N,U
N,N
O,U
O,E
O,G
O,K
O,N
P,A
P,E
P,P
P,F
P,P
Q,Q
Q,E
Q,Q
Q,W
Q,W
R,H
R,B
R,E
R,P
R,E
S,S
S,E
S,B
S,S
S,B
T,T
T,P
T,S
T,T
T,E
U,U
U,O
U,M
U,Q
U,W
V,V
V,F
V,V
V,M
V,M
W,W
W,K
W,W
W,Q
W,I
X,H
X,A
X,N
X,A
X,K
Y,L
Y,V
Y,Y
Y,P
Y,L
Z,Z
Z,D
Z,X
Z,A
Z,X
