Rotulo_Real,Classe_Predita
A,A
B,B
C,Z
D,O
E,F
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,R
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,A
C,Q
D,Q
E,F
F,F
G,G
H,H
I,J
J,Z
K,R
L,L
M,M
N,N
O,R
P,P
Q,Q
R,R
S,S
T,F
U,M
V,V
W,W
X,X
Y,X
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,L
H,H
I,I
J,I
K,R
L,L
M,M
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,T
G,G
H,H
I,I
J,J
K,K
L,L
M,R
N,F
O,G
P,P
Q,Q
R,R
S,S
T,F
U,U
V,V
W,H
X,X
Y,Y
Z,Z
A,B
B,S
C,Z
D,D
E,E
F,P
G,G
H,M
I,I
J,J
K,R
L,L
M,W
N,H
O,G
P,F
Q,G
R,B
S,S
T,T
U,W
V,V
W,Q
X,H
Y,V
Z,B
