Rotulo_Real,Classe_Predita
A,A
B,B
C,L
D,S
E,E
F,F
G,G
H,H
I,J
J,J
K,T
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,Q
D,Q
E,E
F,F
G,R
H,N
I,T
J,J
K,K
L,K
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,R
Y,E
Z,Z
A,A
B,B
C,E
D,D
E,L
F,F
G,L
H,M
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,J
A,A
B,B
C,O
D,V
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,G
H,N
I,I
J,J
K,R
L,I
M,O
N,N
O,G
P,D
Q,Q
R,R
S,S
T,T
U,U
V,V
W,Q
X,N
Y,T
Z,Z
