Rotulo_Real,Classe_Predita
A,A
B,F
C,G
D,D
E,F
F,F
G,G
H,H
I,I
J,J
K,Y
L,C
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,Q
E,R
F,A
G,Q
H,M
I,J
J,J
K,K
L,R
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,Z
U,M
V,V
W,W
X,K
Y,Y
Z,Z
A,W
B,B
C,C
D,H
E,E
F,F
G,L
H,M
I,I
J,J
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,M
Y,Y
Z,Z
A,A
B,B
C,C
D,K
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,P
X,R
Y,Y
Z,Z
A,O
B,S
C,Z
D,D
E,Z
F,F
G,G
H,B
I,I
J,J
K,E
L,J
M,M
N,N
O,G
P,P
Q,Q
R,X
S,S
T,T
U,O
V,V
W,W
X,X
Y,Y
Z,A
