Rotulo_Real,Classe_Predita
A,J
B,B
C,Z
D,E
E,E
F,R
G,G
H,H
I,J
J,I
K,U
L,L
M,M
N,N
O,O
P,P
Q,C
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,B
B,R
C,Q
D,D
E,S
F,B
G,Q
H,M
I,I
J,J
K,K
L,R
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,Y
T,F
U,Q
V,P
W,W
X,F
Y,F
Z,Z
A,A
B,B
C,L
D,D
E,F
F,R
G,G
H,H
I,I
J,J
K,S
L,L
M,M
N,N
O,O
P,W
Q,Q
R,B
S,S
T,P
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,R
E,Z
F,T
G,G
H,M
I,I
J,J
K,K
L,L
M,M
N,R
O,U
P,P
Q,B
R,R
S,S
T,I
U,U
V,V
W,V
X,X
Y,Y
Z,Z
A,B
B,B
C,J
D,P
E,E
F,R
G,V
H,A
I,T
J,J
K,A
L,I
M,B
N,U
O,G
P,R
Q,Q
R,R
S,Y
T,T
U,W
V,U
W,R
X,X
Y,T
Z,Z
