Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,W
A,N
B,A
B,B
B,X
B,B
B,D
C,W
C,J
C,W
C,V
C,V
D,Q
D,J
D,D
D,M
D,A
E,Z
E,F
E,Z
E,P
E,P
F,A
F,K
F,F
F,W
F,F
G,N
G,A
G,W
G,W
G,W
H,L
H,A
H,R
H,H
H,W
I,Z
I,I
I,J
I,S
I,Z
J,J
J,J
J,X
J,M
J,J
K,X
K,A
K,A
K,A
K,K
L,J
L,S
L,W
L,L
L,L
M,S
M,M
M,W
M,M
M,X
N,G
N,U
N,W
N,W
N,U
O,S
O,W
O,B
O,W
O,H
P,P
P,E
P,B
P,A
P,C
Q,V
Q,M
Q,K
Q,W
Q,Q
R,R
R,F
R,F
R,R
R,A
S,S
S,H
S,G
S,B
S,B
T,S
T,C
T,S
T,C
T,K
U,L
U,E
U,M
U,C
U,W
V,V
V,D
V,D
V,B
V,A
W,R
W,M
W,W
W,O
W,X
X,X
X,W
X,X
X,A
X,A
Y,K
Y,M
Y,M
Y,M
Y,P
Z,J
Z,A
Z,J
Z,W
Z,S
