Rotulo_Real,Classe_Predita
A,A
A,W
A,H
A,W
A,A
B,S
B,S
B,G
B,W
B,R
C,L
C,L
C,W
C,X
C,Z
D,O
D,Z
D,S
D,W
D,H
E,K
E,Z
E,D
E,W
E,Z
F,F
F,F
F,A
F,A
F,F
G,G
G,J
G,G
G,W
G,G
H,G
H,D
H,J
H,A
H,A
I,C
I,Z
I,Y
I,J
I,Y
J,J
J,J
J,K
J,Z
J,J
K,W
K,W
K,K
K,W
K,H
L,J
L,W
L,W
L,I
L,I
M,I
M,A
M,W
M,M
M,W
N,C
N,M
N,W
N,H
N,N
O,D
O,W
O,D
O,G
O,G
P,A
P,R
P,B
P,A
P,P
Q,J
Q,D
Q,Q
Q,T
Q,Q
R,A
R,A
R,W
R,R
R,A
S,S
S,D
S,O
S,K
S,E
T,T
T,D
T,T
T,T
T,R
U,B
U,O
U,B
U,B
U,U
V,B
V,D
V,V
V,U
V,J
W,W
W,Q
W,W
W,M
W,J
X,A
X,A
X,N
X,A
X,F
Y,X
Y,T
Y,Y
Y,P
Y,P
Z,I
Z,Z
Z,Z
Z,M
Z,C
