Rotulo_Real,Classe_Predita
A,A
B,B
C,Z
D,D
E,E
F,F
G,G
H,H
I,Z
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,F
A,R
B,P
C,G
D,D
E,R
F,F
G,Q
H,M
I,Z
J,J
K,M
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,Z
U,U
V,V
W,W
X,K
Y,I
Z,T
A,W
B,B
C,C
D,D
E,L
F,A
G,G
H,U
I,J
J,Z
K,X
L,L
M,M
N,N
O,O
P,P
Q,Q
R,A
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,G
H,Y
I,I
J,J
K,K
L,L
M,P
N,S
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,K
Y,Y
Z,Z
A,W
B,R
C,Z
D,D
E,E
F,R
G,G
H,M
I,Z
J,J
K,V
L,I
M,P
N,K
O,G
P,P
Q,Q
R,R
S,S
T,T
U,D
V,V
W,N
X,R
Y,Y
Z,Z
