Rotulo_Real,Classe_Predita
A,A
B,A
C,G
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,T
M,M
N,N
O,O
P,P
Q,Q
R,R
S,C
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,A
B,R
C,Q
D,R
E,R
F,F
G,S
H,M
I,J
J,J
K,X
L,N
M,M
N,M
O,D
P,P
Q,Q
R,R
S,A
T,T
U,U
V,P
W,W
X,K
Y,Z
Z,Z
A,A
B,B
C,L
D,B
E,L
F,F
G,G
H,B
I,T
J,I
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,S
C,O
D,B
E,E
F,T
G,G
H,H
I,I
J,J
K,K
L,L
M,B
N,F
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,K
Y,Y
Z,Z
A,N
B,S
C,Z
D,D
E,E
F,F
G,G
H,Q
I,I
J,J
K,R
L,S
M,W
N,N
O,G
P,F
Q,Q
R,A
S,S
T,T
U,J
V,U
W,K
X,A
Y,B
Z,J
