Rotulo_Real,Classe_Predita
A,A
B,A
C,G
D,G
E,E
F,F
G,G
H,H
I,I
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,W
C,C
D,D
E,R
F,F
G,T
H,M
I,J
J,J
K,K
L,A
M,M
N,N
O,D
P,P
Q,D
R,R
S,S
T,T
U,U
V,V
W,W
X,F
Y,Y
Z,Z
A,G
B,R
C,E
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,P
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,P
N,S
O,C
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,G
H,A
I,I
J,J
K,H
L,L
M,M
N,Q
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,U
W,Q
X,N
Y,V
Z,B
