Rotulo_Real,Classe_Predita
A,A
B,B
C,L
D,D
E,E
F,F
G,G
H,H
I,I
J,I
K,C
L,I
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,R
B,R
C,C
D,R
E,K
F,F
G,R
H,M
I,J
J,J
K,K
L,Q
M,M
N,H
O,R
P,R
Q,Q
R,R
S,R
T,T
U,V
V,V
W,W
X,K
Y,Z
Z,T
A,A
B,R
C,L
D,D
E,E
F,F
G,G
H,M
I,I
J,Y
K,E
L,E
M,M
N,N
O,B
P,P
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,S
C,C
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,F
O,U
P,P
Q,V
R,R
S,S
T,T
U,U
V,V
W,A
X,K
Y,Y
Z,Z
A,H
B,S
C,L
D,D
E,E
F,F
G,W
H,A
I,I
J,J
K,F
L,I
M,R
N,N
O,G
P,P
Q,Q
R,A
S,S
T,C
U,L
V,V
W,L
X,A
Y,Y
Z,J
