Rotulo_Real,Classe_Predita
A,W
A,H
A,Q
A,W
A,X
B,B
B,R
B,W
B,B
B,J
C,L
C,V
C,J
C,Y
C,L
D,D
D,P
D,D
D,D
D,H
E,A
E,F
E,P
E,P
E,Z
F,L
F,A
F,C
F,F
F,E
G,G
G,W
G,W
G,W
G,W
H,G
H,M
H,M
H,M
H,M
I,Z
I,Y
I,Y
I,V
I,F
J,J
J,J
J,X
J,Z
J,J
K,R
K,H
K,R
K,R
K,H
L,T
L,Y
L,Z
L,L
L,Z
M,Q
M,M
M,W
M,M
M,R
N,Q
N,Q
N,N
N,W
N,N
O,N
O,W
O,B
O,G
O,B
P,D
P,E
P,B
P,R
P,R
Q,Q
Q,Q
Q,E
Q,F
Q,Q
R,R
R,R
R,E
R,R
R,A
S,S
S,H
S,C
S,M
S,S
T,C
T,F
T,S
T,C
T,C
U,Q
U,U
U,M
U,B
U,Q
V,L
V,D
V,V
V,V
V,U
W,W
W,Q
W,W
W,M
W,W
X,N
X,A
X,R
X,A
X,L
Y,V
Y,Y
Y,V
Y,P
Y,P
Z,Z
Z,D
Z,Z
Z,B
Z,Z
