Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,A
B,D
C,C
D,D
E,R
F,F
G,R
H,M
I,J
J,J
K,K
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,A
T,P
U,V
V,V
W,W
X,T
Y,Z
Z,D
A,A
B,B
C,L
D,D
E,F
F,F
G,L
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,B
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,X
O,B
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,G
H,A
I,I
J,J
K,H
L,S
M,I
N,L
O,A
P,R
Q,Q
R,R
S,S
T,T
U,W
V,F
W,R
X,A
Y,M
Z,Z
