Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,V
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,R
B,R
C,C
D,M
E,R
F,F
G,Q
H,M
I,A
J,J
K,K
L,K
M,M
N,M
O,O
P,P
Q,O
R,R
S,S
T,T
U,V
V,V
W,W
X,K
Y,V
Z,R
A,A
B,B
C,L
D,D
E,L
F,F
G,C
H,H
I,J
J,J
K,R
L,L
M,M
N,N
O,D
P,P
Q,Q
R,B
S,S
T,Y
U,U
V,V
W,W
X,K
Y,Y
Z,J
A,A
B,R
C,C
D,J
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,A
X,K
Y,Y
Z,Z
A,H
B,B
C,Z
D,R
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,Q
M,P
N,N
O,G
P,P
Q,G
R,R
S,S
T,T
U,U
V,U
W,Q
X,A
Y,Y
Z,Z
