Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,E
M,M
N,N
O,O
P,P
Q,Q
R,R
S,C
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,C
D,R
E,R
F,F
G,G
H,N
I,I
J,J
K,K
L,W
M,M
N,M
O,R
P,P
Q,Q
R,R
S,W
T,T
U,R
V,V
W,W
X,K
Y,Y
Z,T
A,A
B,B
C,C
D,D
E,E
F,F
G,E
H,H
I,T
J,I
K,R
L,L
M,M
N,N
O,M
P,P
Q,Q
R,R
S,K
T,L
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,T
G,G
H,H
I,I
J,V
K,K
L,L
M,M
N,F
O,G
P,P
Q,Q
R,R
S,G
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,W
H,W
I,T
J,J
K,M
L,L
M,M
N,N
O,D
P,R
Q,Q
R,R
S,E
T,T
U,W
V,V
W,L
X,X
Y,Y
Z,Z
