Rotulo_Real,Classe_Predita
A,A
A,H
A,H
A,A
A,G
B,A
B,R
B,M
B,L
B,R
C,X
C,R
C,M
C,X
C,K
D,O
D,X
D,S
D,Z
D,K
E,C
E,E
E,E
E,E
E,E
F,F
F,F
F,R
F,L
F,F
G,G
G,F
G,G
G,W
G,G
H,Q
H,A
H,A
H,H
H,A
I,C
I,Y
I,V
I,G
I,T
J,Q
J,J
J,F
J,P
J,Z
K,Y
K,M
K,M
K,M
K,K
L,W
L,W
L,W
L,L
L,L
M,E
M,M
M,M
M,Z
M,R
N,I
N,W
N,K
N,W
N,N
O,O
O,A
O,O
O,F
O,D
P,X
P,E
P,P
P,R
P,R
Q,V
Q,U
Q,Q
Q,G
Q,Q
R,K
R,R
R,F
R,D
R,A
S,J
S,K
S,G
S,B
S,G
T,G
T,F
T,S
T,T
T,K
U,S
U,O
U,M
U,M
U,K
V,P
V,O
V,B
V,D
V,V
W,M
W,M
W,K
W,M
W,Q
X,A
X,P
X,N
X,X
X,X
Y,Y
Y,T
Y,Y
Y,P
Y,Y
Z,Z
Z,Z
Z,F
Z,W
Z,Z
