Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,B
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,C
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,O
D,P
E,K
F,F
G,T
H,P
I,J
J,J
K,S
L,A
M,M
N,A
O,K
P,P
Q,Q
R,R
S,X
T,Z
U,Q
V,Y
W,W
X,K
Y,Z
Z,Q
A,A
B,B
C,K
D,D
E,F
F,F
G,G
H,H
I,I
J,J
K,M
L,L
M,M
N,A
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,J
C,C
D,R
E,E
F,T
G,G
H,H
I,T
J,J
K,K
L,L
M,W
N,S
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,R
X,X
Y,Y
Z,J
A,G
B,B
C,Z
D,D
E,E
F,F
G,G
H,H
I,Z
J,J
K,H
L,S
M,W
N,N
O,G
P,P
Q,T
R,R
S,S
T,C
U,U
V,U
W,A
X,A
Y,Y
Z,Z
