Rotulo_Real,Classe_Predita
A,A
B,B
C,E
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,A
C,C
D,O
E,K
F,F
G,G
H,M
I,Z
J,J
K,K
L,K
M,M
N,M
O,O
P,P
Q,Q
R,R
S,S
T,T
U,V
V,P
W,W
X,F
Y,Y
Z,F
A,W
B,B
C,C
D,D
E,E
F,F
G,R
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,U
R,R
S,S
T,I
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,O
C,C
D,P
E,E
F,F
G,G
H,M
I,I
J,J
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,A
X,X
Y,Y
Z,S
A,N
B,B
C,Z
D,D
E,E
F,F
G,A
H,N
I,I
J,J
K,X
L,S
M,M
N,Q
O,G
P,P
Q,Q
R,A
S,S
T,T
U,D
V,V
W,M
X,J
Y,Y
Z,B
