Rotulo_Real,Classe_Predita
A,A
B,R
C,G
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,F
A,O
B,R
C,C
D,R
E,C
F,F
G,G
H,M
I,J
J,J
K,K
L,I
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,F
U,U
V,V
W,W
X,K
Y,K
Z,X
A,A
B,R
C,L
D,B
E,L
F,F
G,G
H,H
I,J
J,J
K,R
L,L
M,M
N,N
O,D
P,P
Q,Q
R,V
S,G
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,A
C,C
D,S
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,V
O,O
P,P
Q,C
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,H
B,R
C,Z
D,T
E,Z
F,F
G,G
H,A
I,J
J,J
K,A
L,T
M,W
N,N
O,O
P,R
Q,Q
R,R
S,S
T,T
U,W
V,V
W,R
X,A
Y,Y
Z,Z
