Rotulo_Real,Classe_Predita
A,R
A,H
A,H
A,R
A,Q
B,B
B,D
B,P
B,G
B,P
C,K
C,Z
C,Z
C,X
C,L
D,O
D,M
D,D
D,I
D,G
E,W
E,F
E,E
E,B
E,E
F,F
F,Y
F,X
F,J
F,F
G,J
G,G
G,G
G,W
G,G
H,H
H,D
H,Q
H,H
H,Q
I,T
I,Z
I,O
I,I
I,F
J,D
J,J
J,A
J,A
J,V
K,X
K,X
K,M
K,R
K,H
L,W
L,O
L,W
L,I
L,I
M,C
M,M
M,W
M,M
M,A
N,C
N,M
N,M
N,M
N,O
O,O
O,D
O,B
O,G
O,G
P,D
P,Q
P,P
P,F
P,P
Q,V
Q,F
Q,Q
Q,Q
Q,W
R,R
R,R
R,R
R,Y
R,A
S,S
S,S
S,S
S,S
S,S
T,F
T,F
T,S
T,T
T,R
U,W
U,O
U,M
U,I
U,W
V,B
V,D
V,D
V,E
V,V
W,R
W,Q
W,K
W,O
W,X
X,N
X,W
X,X
X,A
X,H
Y,U
Y,P
Y,M
Y,P
Y,P
Z,X
Z,R
Z,E
Z,M
Z,B
