Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,R
E,R
F,F
G,G
H,H
I,J
J,J
K,K
L,X
M,M
N,M
O,O
P,P
Q,Q
R,R
S,N
T,T
U,R
V,V
W,W
X,K
Y,Z
Z,A
A,W
B,B
C,C
D,B
E,E
F,F
G,E
H,M
I,J
J,I
K,R
L,L
M,M
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,Q
C,C
D,R
E,E
F,F
G,B
H,H
I,T
J,J
K,K
L,L
M,M
N,K
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,Q
E,E
F,F
G,G
H,N
I,T
J,J
K,R
L,L
M,A
N,N
O,D
P,R
Q,Q
R,R
S,S
T,T
U,L
V,V
W,M
X,A
Y,X
Z,Z
