Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,L
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,C
D,P
E,K
F,F
G,Q
H,M
I,J
J,Z
K,K
L,K
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,G
T,F
U,Q
V,V
W,W
X,R
Y,C
Z,K
A,A
B,B
C,C
D,D
E,L
F,F
G,G
H,H
I,I
J,J
K,A
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,K
Y,T
Z,Z
A,A
B,B
C,C
D,J
E,L
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,N
N,R
O,U
P,P
Q,G
R,R
S,S
T,T
U,U
V,V
W,H
X,X
Y,L
Z,Z
A,A
B,B
C,Z
D,D
E,C
F,F
G,G
H,W
I,I
J,J
K,M
L,L
M,W
N,K
O,G
P,P
Q,Q
R,R
S,S
T,F
U,N
V,P
W,E
X,R
Y,P
Z,J
