Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,F
F,F
G,G
H,H
I,I
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,U
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,O
D,Q
E,A
F,F
G,R
H,M
I,E
J,J
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,M
V,F
W,W
X,K
Y,P
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,A
H,R
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,Y
W,W
X,X
Y,Y
Z,J
A,A
B,B
C,O
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,R
N,F
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,H
B,S
C,Z
D,O
E,Z
F,F
G,G
H,W
I,I
J,J
K,R
L,L
M,R
N,L
O,J
P,P
Q,Q
R,R
S,S
T,I
U,L
V,L
W,R
X,R
Y,Y
Z,Z
