Rotulo_Real,Classe_Predita
A,W
A,H
A,H
A,P
A,Q
B,D
B,D
B,N
B,B
B,D
C,W
C,W
C,L
C,Z
C,W
D,D
D,L
D,L
D,I
D,L
E,R
E,D
E,E
E,B
E,Z
F,R
F,F
F,E
F,E
F,S
G,G
G,K
G,W
G,H
G,G
H,A
H,D
H,D
H,H
H,D
I,T
I,Z
I,Y
I,G
I,E
J,J
J,S
J,K
J,J
J,J
K,X
K,R
K,A
K,R
K,K
L,W
L,S
L,I
L,I
L,Z
M,B
M,M
M,W
M,M
M,C
N,M
N,M
N,M
N,M
N,M
O,C
O,W
O,B
O,G
O,D
P,A
P,X
P,S
P,R
P,F
Q,Q
Q,G
Q,Q
Q,N
Q,Q
R,R
R,R
R,A
R,D
R,F
S,S
S,N
S,S
S,B
S,S
T,S
T,P
T,C
T,C
T,K
U,C
U,U
U,M
U,Q
U,Q
V,U
V,D
V,D
V,P
V,U
W,K
W,K
W,K
W,Z
W,D
X,W
X,X
X,N
X,H
X,X
Y,L
Y,Y
Y,Y
Y,P
Y,P
Z,Z
Z,D
Z,Z
Z,L
Z,D
