Rotulo_Real,Classe_Predita
A,A
A,B
A,H
A,A
A,N
B,R
B,S
B,I
B,S
B,D
C,X
C,V
C,V
C,Y
C,B
D,O
D,D
D,D
D,D
D,G
E,A
E,Z
E,Z
E,P
E,Z
F,F
F,G
F,P
F,G
F,F
G,H
G,A
G,J
G,W
G,G
H,K
H,B
H,R
H,N
H,D
I,T
I,Z
I,I
I,G
I,T
J,J
J,J
J,X
J,Z
J,J
K,H
K,A
K,A
K,R
K,M
L,W
L,I
L,S
L,K
L,Z
M,I
M,M
M,W
M,A
M,M
N,U
N,H
N,M
N,M
N,M
O,I
O,S
O,B
O,S
O,P
P,P
P,P
P,P
P,R
P,P
Q,U
Q,Q
Q,Q
Q,Q
Q,Q
R,R
R,A
R,A
R,D
R,P
S,K
S,K
S,E
S,E
S,S
T,F
T,O
T,S
T,C
T,F
U,B
U,O
U,M
U,B
U,B
V,U
V,O
V,U
V,M
V,U
W,D
W,E
W,M
W,W
W,E
X,K
X,A
X,N
X,X
X,A
Y,V
Y,D
Y,Y
Y,P
Y,D
Z,P
Z,D
Z,B
Z,M
Z,O
