Rotulo_Real,Classe_Predita
A,A
B,A
C,C
D,D
E,E
F,F
G,G
H,H
I,L
J,J
K,C
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,Q
C,Q
D,M
E,J
F,A
G,D
H,H
I,E
J,Z
K,M
L,Q
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,D
V,V
W,W
X,K
Y,X
Z,Z
A,A
B,J
C,O
D,D
E,E
F,F
G,G
H,H
I,Z
J,I
K,X
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,Y
U,U
V,V
W,W
X,X
Y,T
Z,Z
A,A
B,J
C,Q
D,B
E,J
F,F
G,O
H,H
I,T
J,J
K,K
L,L
M,M
N,X
O,O
P,R
Q,C
R,R
S,S
T,T
U,U
V,Y
W,H
X,H
Y,Y
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,F
G,A
H,W
I,S
J,J
K,R
L,Z
M,A
N,M
O,C
P,F
Q,Q
R,A
S,J
T,T
U,U
V,D
W,W
X,A
Y,V
Z,E
