Rotulo_Real,Classe_Predita
A,A
B,B
C,Z
D,D
E,E
F,F
G,G
H,H
I,Z
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,P
B,R
C,Q
D,R
E,K
F,F
G,Q
H,H
I,F
J,J
K,K
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,G
T,F
U,U
V,P
W,W
X,R
Y,F
Z,R
A,A
B,B
C,L
D,D
E,L
F,F
G,G
H,M
I,I
J,J
K,R
L,E
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,T
J,V
K,K
L,L
M,M
N,K
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,G
H,A
I,T
J,J
K,M
L,I
M,M
N,N
O,D
P,P
Q,Q
R,A
S,S
T,T
U,B
V,B
W,M
X,A
Y,P
Z,Z
