Rotulo_Real,Classe_Predita
A,A
B,B
C,E
D,S
E,E
F,F
G,G
H,H
I,J
J,J
K,I
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,R
C,C
D,R
E,R
F,F
G,Q
H,W
I,F
J,J
K,R
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,W
T,Z
U,U
V,Y
W,W
X,X
Y,Z
Z,Z
A,A
B,B
C,E
D,D
E,E
F,F
G,G
H,H
I,T
J,J
K,R
L,E
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,Y
G,G
H,H
I,I
J,J
K,R
L,X
M,M
N,X
O,H
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,D
B,B
C,Z
D,D
E,E
F,F
G,G
H,A
I,T
J,J
K,R
L,I
M,W
N,W
O,G
P,D
Q,Q
R,R
S,S
T,I
U,B
V,U
W,W
X,X
Y,Y
Z,Z
