Rotulo_Real,Classe_Predita
A,W
A,A
A,A
A,W
A,G
B,D
B,R
B,N
B,D
B,D
C,X
C,A
C,O
C,O
C,Z
D,O
D,P
D,O
D,D
D,A
E,R
E,T
E,P
E,R
E,P
F,R
F,R
F,R
F,E
F,E
G,A
G,B
G,A
G,G
G,G
H,G
H,G
H,A
H,A
H,Q
I,Z
I,Z
I,S
I,G
I,T
J,J
J,J
J,A
J,D
J,D
K,R
K,T
K,M
K,F
K,R
L,J
L,X
L,Z
L,I
L,I
M,B
M,O
M,W
M,D
M,W
N,G
N,Q
N,N
N,M
N,N
O,Q
O,Z
O,G
O,G
O,F
P,D
P,D
P,D
P,R
P,P
Q,V
Q,G
Q,Q
Q,Q
Q,Q
R,R
R,R
R,B
R,R
R,R
S,J
S,N
S,B
S,F
S,Q
T,F
T,P
T,T
T,T
T,E
U,B
U,O
U,B
U,U
U,Q
V,H
V,D
V,V
V,V
V,V
W,Q
W,Q
W,E
W,E
W,Q
X,X
X,H
X,N
X,B
X,B
Y,U
Y,P
Y,Y
Y,P
Y,P
Z,D
Z,T
Z,X
Z,M
Z,E
