Rotulo_Real,Classe_Predita
A,G
A,A
A,A
A,A
A,N
B,Z
B,B
B,W
B,S
B,D
C,Z
C,Z
C,Z
C,X
C,Z
D,O
D,D
D,D
D,D
D,W
E,D
E,L
E,D
E,R
E,B
F,F
F,L
F,A
F,P
F,F
G,A
G,A
G,A
G,W
G,G
H,A
H,W
H,N
H,H
H,D
I,T
I,Z
I,M
I,I
I,E
J,J
J,J
J,J
J,D
J,J
K,R
K,C
K,X
K,H
K,M
L,S
L,I
L,S
L,W
L,L
M,R
M,R
M,M
M,M
M,X
N,Q
N,N
N,K
N,S
N,S
O,B
O,S
O,O
O,G
O,A
P,J
P,R
P,P
P,R
P,P
Q,Q
Q,G
Q,Q
Q,N
Q,Q
R,D
R,F
R,V
R,R
R,A
S,S
S,K
S,G
S,S
S,S
T,T
T,P
T,T
T,L
T,A
U,D
U,O
U,M
U,Q
U,Q
V,U
V,T
V,V
V,D
V,V
W,M
W,G
W,R
W,M
W,Q
X,N
X,A
X,N
X,Z
X,H
Y,N
Y,T
Y,Y
Y,P
Y,V
Z,Z
Z,C
Z,Z
Z,B
Z,B
