Rotulo_Real,Classe_Predita
A,A
B,D
C,P
D,D
E,E
F,F
G,G
H,H
I,T
J,J
K,C
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,D
C,Q
D,R
E,E
F,F
G,R
H,M
I,F
J,J
K,A
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,A
T,T
U,V
V,V
W,W
X,R
Y,E
Z,Z
A,A
B,R
C,C
D,D
E,F
F,F
G,G
H,H
I,T
J,J
K,E
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,G
C,C
D,B
E,E
F,F
G,G
H,H
I,T
J,J
K,A
L,L
M,M
N,R
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,F
G,W
H,A
I,T
J,J
K,A
L,L
M,M
N,M
O,D
P,F
Q,Q
R,R
S,S
T,T
U,L
V,U
W,X
X,A
Y,J
Z,J
