Rotulo_Real,Classe_Predita
A,M
A,H
A,H
A,A
A,W
B,B
B,B
B,M
B,S
B,D
C,W
C,L
C,O
C,Z
C,J
D,O
D,C
D,O
D,O
D,W
E,R
E,E
E,E
E,P
E,R
F,R
F,F
F,P
F,A
F,E
G,N
G,X
G,W
G,W
G,G
H,H
H,W
H,M
H,N
H,D
I,Z
I,Z
I,Y
I,J
I,E
J,J
J,B
J,Z
J,Z
J,J
K,H
K,H
K,W
K,H
K,H
L,Z
L,L
L,Z
L,L
L,E
M,B
M,M
M,B
M,M
M,W
N,K
N,Q
N,W
N,X
N,N
O,C
O,S
O,G
O,G
O,N
P,A
P,A
P,S
P,F
P,E
Q,Q
Q,G
Q,Q
Q,T
Q,Q
R,W
R,F
R,R
R,R
R,A
S,G
S,H
S,G
S,S
S,S
T,S
T,P
T,C
T,T
T,V
U,L
U,O
U,M
U,M
U,Q
V,D
V,D
V,L
V,D
V,V
W,K
W,M
W,W
W,M
W,X
X,W
X,M
X,W
X,W
X,A
Y,C
Y,Y
Y,Y
Y,T
Y,Y
Z,Z
Z,Z
Z,Z
Z,M
Z,Z
