Rotulo_Real,Classe_Predita
A,A
B,B
C,Z
D,D
E,F
F,F
G,G
H,H
I,I
J,I
K,Y
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,I
A,P
B,D
C,C
D,W
E,C
F,F
G,T
H,N
I,A
J,J
K,K
L,A
M,H
N,N
O,D
P,P
Q,Q
R,R
S,S
T,F
U,H
V,P
W,W
X,F
Y,E
Z,T
A,W
B,B
C,C
D,D
E,E
F,F
G,K
H,H
I,I
J,S
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,R
Y,V
Z,I
A,A
B,B
C,C
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,H
N,S
O,G
P,P
Q,C
R,R
S,S
T,T
U,U
V,V
W,H
X,X
Y,L
Z,Z
A,W
B,B
C,Z
D,O
E,E
F,R
G,W
H,N
I,I
J,J
K,R
L,G
M,J
N,K
O,O
P,P
Q,Q
R,R
S,S
T,T
U,K
V,L
W,K
X,A
Y,P
Z,Z
