Rotulo_Real,Classe_Predita
A,G
A,G
A,H
A,A
A,G
B,D
B,A
B,B
B,W
B,P
C,X
C,Z
C,W
C,X
C,E
D,Q
D,V
D,Z
D,D
D,N
E,D
E,A
E,R
E,B
E,B
F,F
F,F
F,O
F,F
F,F
G,G
G,A
G,P
G,W
G,W
H,L
H,H
H,D
H,N
H,Q
I,T
I,J
I,R
I,J
I,Y
J,J
J,J
J,M
J,Z
J,J
K,H
K,A
K,M
K,X
K,M
L,J
L,S
L,W
L,L
L,L
M,M
M,M
M,M
M,M
M,M
N,Q
N,G
N,W
N,H
N,H
O,B
O,K
O,D
O,W
O,D
P,A
P,R
P,B
P,N
P,P
Q,Q
Q,Q
Q,V
Q,Q
Q,Q
R,R
R,R
R,R
R,R
R,A
S,S
S,N
S,S
S,S
S,N
T,F
T,P
T,S
T,J
T,F
U,D
U,B
U,M
U,U
U,Q
V,B
V,B
V,V
V,D
V,M
W,M
W,M
W,C
W,M
W,M
X,X
X,J
X,X
X,A
X,H
Y,I
Y,P
Y,F
Y,P
Y,T
Z,Z
Z,Z
Z,B
Z,G
Z,Z
