Rotulo_Real,Classe_Predita
A,A
B,B
C,J
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,C
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,Q
D,D
E,R
F,F
G,Q
H,M
I,J
J,J
K,J
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,N
V,V
W,W
X,V
Y,Z
Z,Z
A,B
B,B
C,E
D,D
E,L
F,F
G,L
H,H
I,I
J,J
K,R
L,L
M,M
N,N
O,D
P,P
Q,Q
R,B
S,S
T,V
U,U
V,V
W,W
X,X
Y,V
Z,Z
A,A
B,B
C,C
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,B
N,S
O,G
P,P
Q,Q
R,R
S,N
T,T
U,U
V,Y
W,H
X,K
Y,X
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,F
G,G
H,N
I,I
J,J
K,R
L,C
M,J
N,N
O,G
P,P
Q,N
R,R
S,S
T,C
U,O
V,V
W,G
X,R
Y,V
Z,D
