Rotulo_Real,Classe_Predita
A,W
A,M
A,N
A,M
A,N
B,I
B,D
B,W
B,B
B,R
C,I
C,Z
C,W
C,Z
C,U
D,O
D,P
D,D
D,P
D,B
E,L
E,I
E,E
E,R
E,E
F,F
F,F
F,I
F,G
F,E
G,N
G,J
G,G
G,W
G,G
H,L
H,D
H,M
H,H
H,D
I,T
I,Z
I,Y
I,G
I,Y
J,J
J,G
J,J
J,Z
J,J
K,R
K,H
K,X
K,M
K,H
L,J
L,E
L,I
L,I
L,I
M,B
M,M
M,W
M,M
M,M
N,I
N,I
N,N
N,M
N,N
O,D
O,W
O,I
O,G
O,D
P,R
P,I
P,P
P,R
P,P
Q,Q
Q,G
Q,Q
Q,N
Q,Q
R,R
R,R
R,F
R,D
R,Z
S,S
S,W
S,I
S,S
S,S
T,G
T,F
T,I
T,I
T,V
U,L
U,O
U,Z
U,I
U,I
V,B
V,P
V,V
V,M
V,V
W,W
W,M
W,M
W,Z
W,W
X,W
X,P
X,N
X,J
X,W
Y,I
Y,P
Y,P
Y,P
Y,P
Z,Z
Z,Z
Z,Z
Z,Z
Z,X
