Rotulo_Real,Classe_Predita
A,A
B,B
C,J
D,O
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,R
B,R
C,C
D,D
E,Z
F,F
G,R
H,M
I,J
J,J
K,K
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,E
F,E
G,L
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,M
W,W
X,K
Y,Y
Z,Y
A,A
B,S
C,C
D,P
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,M
X,X
Y,Y
Z,Z
A,N
B,B
C,Z
D,D
E,E
F,F
G,G
H,A
I,T
J,J
K,A
L,E
M,M
N,U
O,A
P,A
Q,Q
R,A
S,S
T,T
U,L
V,V
W,W
X,X
Y,Y
Z,Z
