Rotulo_Real,Classe_Predita
A,A
B,B
C,G
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,H
E,C
F,F
G,U
H,N
I,I
J,Z
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,P
S,S
T,T
U,H
V,V
W,W
X,K
Y,K
Z,T
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,V
U,U
V,V
W,W
X,K
Y,V
Z,Z
A,A
B,B
C,O
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,R
N,W
O,G
P,P
Q,Q
R,R
S,S
T,T
U,Q
V,V
W,W
X,K
Y,Y
Z,Z
A,O
B,B
C,L
D,D
E,E
F,F
G,G
H,W
I,T
J,J
K,R
L,O
M,M
N,K
O,D
P,P
Q,Q
R,A
S,S
T,T
U,L
V,L
W,M
X,A
Y,Y
Z,Z
