Rotulo_Real,Classe_Predita
A,A
A,A
A,H
A,W
A,Q
B,R
B,B
B,R
B,S
B,A
C,Z
C,Z
C,K
C,X
C,U
D,O
D,D
D,T
D,T
D,L
E,H
E,F
E,E
E,B
E,D
F,R
F,F
F,F
F,F
F,E
G,J
G,J
G,J
G,W
G,G
H,H
H,R
H,N
H,N
H,A
I,T
I,Z
I,J
I,I
I,E
J,J
J,J
J,E
J,J
J,J
K,X
K,R
K,K
K,R
K,K
L,Z
L,E
L,W
L,L
L,L
M,W
M,A
M,S
M,A
M,M
N,Q
N,Q
N,X
N,W
N,N
O,G
O,K
O,B
O,D
O,G
P,Z
P,R
P,B
P,R
P,Z
Q,J
Q,Q
Q,Q
Q,Q
Q,Q
R,L
R,H
R,F
R,R
R,W
S,S
S,N
S,S
S,S
S,S
T,E
T,C
T,L
T,Z
T,N
U,K
U,O
U,D
U,Q
U,K
V,U
V,U
V,H
V,U
V,V
W,M
W,Q
W,W
W,B
W,Q
X,N
X,R
X,N
X,A
X,A
Y,U
Y,V
Y,Y
Y,X
Y,Y
Z,Z
Z,B
Z,Z
Z,P
Z,Z
